ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0036462	TRAIL-activated apoptotic signaling pathway	2/25	12/18866	0.000110364143249336	0.0597070014978906	0.0472823224236627	TNFRSF10B/TNFRSF10A	2
GO:0007250	activation of NF-kappaB-inducing kinase activity	2/25	17/18866	0.000226494947165978	0.0612668832083971	0.0485176018402911	TNFRSF10B/TNFRSF10A	2
