1	elt1	50782	200	1014	1609	1880	2495	11073
1	elt2	50782	0	0	0	0	0	0
2	elt1	38084	200	1037	1667	1924	2546	11073
2	elt2	38084	0	0	0	0	0	0
3	elt1	25389	200	1068	1743	1984	2624	11073
3	elt2	25389	0	0	0	0	0	0
4	elt1	12696	200	1162	1856	2074	2745	10936
4	elt2	12696	0	0	0	0	0	0
