1	elt1	54005	200.0	368.0	679.0	767.2	1049.0	3679.0
1	elt2	54005	0	0	0	0	0	0
2	elt1	40502	200.0	371.0	691.0	784.2	1071.0	3679.0
2	elt2	40502	0	0	0	0	0	0
3	elt1	26999	200.0	381.0	700.0	805.5	1102.0	3679.0
3	elt2	26999	0	0	0	0	0	0
4	elt1	13501	200.0	417.0	745.0	854.5	1162.0	3679.0
4	elt2	13501	0	0	0	0	0	0
