1	elt1	106883	200.0	481.0	811.0	908.1	1215.0	4461.0
1	elt2	106883	0	0	0	0	0	0
2	elt1	80159	200.0	486.0	829.0	926.5	1248.0	4461.0
2	elt2	80159	0	0	0	0	0	0
3	elt1	53439	200.0	498.0	848.0	950.3	1291.0	4461.0
3	elt2	53439	0	0	0	0	0	0
4	elt1	26720	200	543	891	1003	1347	4461
4	elt2	26720	0	0	0	0	0	0
