1	elt1	6086345	200	1104	1744	1981	2610	11616
1	elt2	6086345	0	0	0	0	0	0
2	elt1	4564606	200	1136	1793	2024	2669	11616
2	elt2	4564606	0	0	0	0	0	0
3	elt1	3043152	200	1179	1853	2076	2741	11616
3	elt2	3043152	0	0	0	0	0	0
4	elt1	1521585	200	1266	1973	2170	2837	11616
4	elt2	1521585	0	0	0	0	0	0
