1	elt1	145132	200	971	1716	1960	2693	11616
1	elt2	145132	0	0	0	0	0	0
2	elt1	108844	200	992	1760	1993	2744	11616
2	elt2	108844	0	0	0	0	0	0
3	elt1	72565	200	1024	1816	2030	2794	11616
3	elt2	72565	0	0	0	0	0	0
4	elt1	36283	200	1100	1929	2113	2882	11073
4	elt2	36283	0	0	0	0	0	0
