1	elt1	101488	200	1046	1675	1934	2556	11073
1	elt2	101488	0	0	0	0	0	0
2	elt1	76107	200	1068	1730	1976	2612	11073
2	elt2	76107	0	0	0	0	0	0
3	elt1	50744	200	1113	1803	2033	2682	11073
3	elt2	50744	0	0	0	0	0	0
4	elt1	25372	200	1205	1921	2125	2803	11073
4	elt2	25372	0	0	0	0	0	0
